word,mean,target,answer,romaji,type,wordReading,wordRomaji,parts,sentence,sentenceReading,sentenceMeaning,id
遠い,xa,遠,とお,too,kun,とおい,tooi,遠~とお~too~xa~target|い~い~i~~kana,ことば「遠い」を よみます。,ことば「とおい」を よみます。,Tôi đọc từ “xa”.,v1:%E9%81%A0:%E9%81%A0%E3%81%84:kun:%E3%81%A8%E3%81%8A
屋上,sân thượng / mái nhà,屋,おく,oku,on,おくじょう,okujou,屋~おく~oku~mái / nhà~target|上~じょう~jou~trên~support,ことば「屋上」を よみます。,ことば「おくじょう」を よみます。,Tôi đọc từ “sân thượng / mái nhà”.,v1:%E5%B1%8B:%E5%B1%8B%E4%B8%8A:on:%E3%81%8A%E3%81%8F
本屋,hiệu sách,屋,や,ya,kun,ほんや,honya,本~ほん~hon~sách~support|屋~や~ya~cửa hàng~target,ことば「本屋」を よみます。,ことば「ほんや」を よみます。,Tôi đọc từ “hiệu sách”.,v1:%E5%B1%8B:%E6%9C%AC%E5%B1%8B:kun:%E3%82%84
歌手,ca sĩ,歌,か,ka,on,かしゅ,kashu,歌~か~ka~bài hát~target|手~しゅ~shu~người làm~support,ことば「歌手」を よみます。,ことば「かしゅ」を よみます。,Tôi đọc từ “ca sĩ”.,v1:%E6%AD%8C:%E6%AD%8C%E6%89%8B:on:%E3%81%8B
歌う,hát,歌,うた,uta,kun,うたう,utau,歌~うた~uta~hát~target|う~う~u~~kana,ことば「歌う」を よみます。,ことば「うたう」を よみます。,Tôi đọc từ “hát”.,v1:%E6%AD%8C:%E6%AD%8C%E3%81%86:kun:%E3%81%86%E3%81%9F
夏季,mùa hè / mùa hạ,夏,か,ka,on,かき,kaki,夏~か~ka~mùa hè~target|季~き~ki~mùa~support,ことば「夏季」を よみます。,ことば「かき」を よみます。,Tôi đọc từ “mùa hè / mùa hạ”.,v1:%E5%A4%8F:%E5%A4%8F%E5%AD%A3:on:%E3%81%8B
夏休み,kỳ nghỉ hè,夏,なつ,natsu,kun,なつやすみ,natsuyasumi,夏~なつ~natsu~mùa hè~target|休~やす~yasu~nghỉ~support|み~み~mi~~kana,ことば「夏休み」を よみます。,ことば「なつやすみ」を よみます。,Tôi đọc từ “kỳ nghỉ hè”.,v1:%E5%A4%8F:%E5%A4%8F%E4%BC%91%E3%81%BF:kun:%E3%81%AA%E3%81%A4
家族,gia đình,家,か,ka,on,かぞく,kazoku,家~か~ka~gia đình~target|族~ぞく~zoku~nhóm / tộc~support,ことば「家族」を よみます。,ことば「かぞく」を よみます。,Tôi đọc từ “gia đình”.,v1:%E5%AE%B6:%E5%AE%B6%E6%97%8F:on:%E3%81%8B
家,ngôi nhà,家,いえ,ie,kun,いえ,ie,家~いえ~ie~nhà~target,ことば「家」を よみます。,ことば「いえ」を よみます。,Tôi đọc từ “ngôi nhà”.,v1:%E5%AE%B6:%E5%AE%B6:kun:%E3%81%84%E3%81%88
映画,phim điện ảnh,画,が,ga,on,えいが,eiga,映~えい~ei~chiếu~support|画~が~ga~hình ảnh~target,ことば「映画」を よみます。,ことば「えいが」を よみます。,Tôi đọc từ “phim điện ảnh”.,v1:%E7%94%BB:%E6%98%A0%E7%94%BB:on:%E3%81%8C
計画,kế hoạch,画,かく,kaku,on,けいかく,keikaku,計~けい~kei~tính toán~support|画~かく~kaku~kế hoạch / nét~target,ことば「計画」を よみます。,ことば「けいかく」を よみます。,Tôi đọc từ “kế hoạch”.,v1:%E7%94%BB:%E8%A8%88%E7%94%BB:on:%E3%81%8B%E3%81%8F
海外,hải ngoại / nước ngoài,海,かい,kai,on,かいがい,kaigai,海~かい~kai~biển~target|外~がい~gai~ngoài~support,ことば「海外」を よみます。,ことば「かいがい」を よみます。,Tôi đọc từ “hải ngoại / nước ngoài”.,v1:%E6%B5%B7:%E6%B5%B7%E5%A4%96:on:%E3%81%8B%E3%81%84
海,biển,海,うみ,umi,kun,うみ,umi,海~うみ~umi~biển~target,ことば「海」を よみます。,ことば「うみ」を よみます。,Tôi đọc từ “biển”.,v1:%E6%B5%B7:%E6%B5%B7:kun:%E3%81%86%E3%81%BF
今回,lần này,回,かい,kai,on,こんかい,konkai,今~こん~kon~lần này / hiện tại~support|回~かい~kai~lần~target,ことば「今回」を よみます。,ことば「こんかい」を よみます。,Tôi đọc từ “lần này”.,v1:%E5%9B%9E:%E4%BB%8A%E5%9B%9E:on:%E3%81%8B%E3%81%84
回る,xoay / đi vòng,回,まわ,mawa,kun,まわる,mawaru,回~まわ~mawa~xoay vòng~target|る~る~ru~~kana,ことば「回る」を よみます。,ことば「まわる」を よみます。,Tôi đọc từ “xoay / đi vòng”.,v1:%E5%9B%9E:%E5%9B%9E%E3%82%8B:kun:%E3%81%BE%E3%82%8F
開会,khai mạc / mở cuộc họp,開,かい,kai,on,かいかい,kaikai,開~かい~kai~mở~target|会~かい~kai~cuộc họp~support,ことば「開会」を よみます。,ことば「かいかい」を よみます。,Tôi đọc từ “khai mạc / mở cuộc họp”.,v1:%E9%96%8B:%E9%96%8B%E4%BC%9A:on:%E3%81%8B%E3%81%84
開く,mở ra,開,ひら,hira,kun,ひらく,hiraku,開~ひら~hira~mở~target|く~く~ku~~kana,ことば「開く」を よみます。,ことば「ひらく」を よみます。,Tôi đọc từ “mở ra”.,v1:%E9%96%8B:%E9%96%8B%E3%81%8F:kun:%E3%81%B2%E3%82%89
世界,thế giới,界,かい,kai,on,せかい,sekai,世~せ~se~đời / thế~support|界~かい~kai~thế giới~target,ことば「世界」を よみます。,ことば「せかい」を よみます。,Tôi đọc từ “thế giới”.,v1:%E7%95%8C:%E4%B8%96%E7%95%8C:on:%E3%81%8B%E3%81%84
業界,ngành nghề / giới kinh doanh,界,かい,kai,on,ぎょうかい,gyoukai,業~ぎょう~gyou~ngành nghề~support|界~かい~kai~giới~target,ことば「業界」を よみます。,ことば「ぎょうかい」を よみます。,Tôi đọc từ “ngành nghề / giới kinh doanh”.,v1:%E7%95%8C:%E6%A5%AD%E7%95%8C:on:%E3%81%8B%E3%81%84
音楽,âm nhạc,楽,がく,gaku,on,おんがく,ongaku,音~おん~on~âm thanh~support|楽~がく~gaku~nhạc~target,ことば「音楽」を よみます。,ことば「おんがく」を よみます。,Tôi đọc từ “âm nhạc”.,v1:%E6%A5%BD:%E9%9F%B3%E6%A5%BD:on:%E3%81%8C%E3%81%8F
楽しい,vui vẻ,楽,たの,tano,kun,たのしい,tanoshii,楽~たの~tano~vui~target|しい~しい~shii~~kana,ことば「楽しい」を よみます。,ことば「たのしい」を よみます。,Tôi đọc từ “vui vẻ”.,v1:%E6%A5%BD:%E6%A5%BD%E3%81%97%E3%81%84:kun:%E3%81%9F%E3%81%AE
図書館,thư viện,館,かん,kan,on,としょかん,toshokan,図書~としょ~tosho~sách~support|館~かん~kan~tòa nhà~target,ことば「図書館」を よみます。,ことば「としょかん」を よみます。,Tôi đọc từ “thư viện”.,v1:%E9%A4%A8:%E5%9B%B3%E6%9B%B8%E9%A4%A8:on:%E3%81%8B%E3%82%93
映画館,rạp chiếu phim,館,かん,kan,on,えいがかん,eigakan,映画~えいが~eiga~phim~support|館~かん~kan~tòa nhà / rạp~target,ことば「映画館」を よみます。,ことば「えいがかん」を よみます。,Tôi đọc từ “rạp chiếu phim”.,v1:%E9%A4%A8:%E6%98%A0%E7%94%BB%E9%A4%A8:on:%E3%81%8B%E3%82%93
漢字,chữ Kanji / Hán tự,漢,かん,kan,on,かんじ,kanji,漢~かん~kan~Hán~target|字~じ~ji~chữ~support,ことば「漢字」を よみます。,ことば「かんじ」を よみます。,Tôi đọc từ “chữ Kanji / Hán tự”.,v1:%E6%BC%A2:%E6%BC%A2%E5%AD%97:on:%E3%81%8B%E3%82%93
漢語,từ Hán Nhật,漢,かん,kan,on,かんご,kango,漢~かん~kan~Hán~target|語~ご~go~từ ngữ~support,ことば「漢語」を よみます。,ことば「かんご」を よみます。,Tôi đọc từ “từ Hán Nhật”.,v1:%E6%BC%A2:%E6%BC%A2%E8%AA%9E:on:%E3%81%8B%E3%82%93
寒気,khí lạnh / cảm giác ớn lạnh,寒,かん,kan,on,かんき,kanki,寒~かん~kan~lạnh~target|気~き~ki~khí~support,ことば「寒気」を よみます。,ことば「かんき」を よみます。,Tôi đọc từ “khí lạnh / cảm giác ớn lạnh”.,v1:%E5%AF%92:%E5%AF%92%E6%B0%97:on:%E3%81%8B%E3%82%93
寒い,lạnh,寒,さむ,samu,kun,さむい,samui,寒~さむ~samu~lạnh~target|い~い~i~~kana,ことば「寒い」を よみます。,ことば「さむい」を よみます。,Tôi đọc từ “lạnh”.,v1:%E5%AF%92:%E5%AF%92%E3%81%84:kun:%E3%81%95%E3%82%80
顔面,khuôn mặt / vùng mặt,顔,がん,gan,on,がんめん,ganmen,顔~がん~gan~mặt~target|面~めん~men~bề mặt~support,ことば「顔面」を よみます。,ことば「がんめん」を よみます。,Tôi đọc từ “khuôn mặt / vùng mặt”.,v1:%E9%A1%94:%E9%A1%94%E9%9D%A2:on:%E3%81%8C%E3%82%93
顔,khuôn mặt,顔,かお,kao,kun,かお,kao,顔~かお~kao~khuôn mặt~target,ことば「顔」を よみます。,ことば「かお」を よみます。,Tôi đọc từ “khuôn mặt”.,v1:%E9%A1%94:%E9%A1%94:kun:%E3%81%8B%E3%81%8A
帰国,về nước,帰,き,ki,on,きこく,kikoku,帰~き~ki~trở về~target|国~こく~koku~đất nước~support,ことば「帰国」を よみます。,ことば「きこく」を よみます。,Tôi đọc từ “về nước”.,v1:%E5%B8%B0:%E5%B8%B0%E5%9B%BD:on:%E3%81%8D
帰る,trở về,帰,かえ,kae,kun,かえる,kaeru,帰~かえ~kae~trở về~target|る~る~ru~~kana,ことば「帰る」を よみます。,ことば「かえる」を よみます。,Tôi đọc từ “trở về”.,v1:%E5%B8%B0:%E5%B8%B0%E3%82%8B:kun:%E3%81%8B%E3%81%88
起立,đứng dậy,起,き,ki,on,きりつ,kiritsu,起~き~ki~đứng lên~target|立~りつ~ritsu~đứng~support,ことば「起立」を よみます。,ことば「きりつ」を よみます。,Tôi đọc từ “đứng dậy”.,v1:%E8%B5%B7:%E8%B5%B7%E7%AB%8B:on:%E3%81%8D
起きる,thức dậy,起,お,o,kun,おきる,okiru,起~お~o~dậy~target|きる~きる~kiru~~kana,ことば「起きる」を よみます。,ことば「おきる」を よみます。,Tôi đọc từ “thức dậy”.,v1:%E8%B5%B7:%E8%B5%B7%E3%81%8D%E3%82%8B:kun:%E3%81%8A
研究,nghiên cứu,究,きゅう,kyuu,on,けんきゅう,kenkyuu,研~けん~ken~mài giũa / nghiên cứu~support|究~きゅう~kyuu~nghiên cứu đến cùng~target,ことば「研究」を よみます。,ことば「けんきゅう」を よみます。,Tôi đọc từ “nghiên cứu”.,v1:%E7%A9%B6:%E7%A0%94%E7%A9%B6:on:%E3%81%8D%E3%82%85%E3%81%86
究明,điều tra làm rõ,究,きゅう,kyuu,on,きゅうめい,kyuumei,究~きゅう~kyuu~truy cứu~target|明~めい~mei~làm rõ~support,ことば「究明」を よみます。,ことば「きゅうめい」を よみます。,Tôi đọc từ “điều tra làm rõ”.,v1:%E7%A9%B6:%E7%A9%B6%E6%98%8E:on:%E3%81%8D%E3%82%85%E3%81%86
急行,tàu tốc hành,急,きゅう,kyuu,on,きゅうこう,kyuukou,急~きゅう~kyuu~nhanh / gấp~target|行~こう~kou~chạy / đi~support,ことば「急行」を よみます。,ことば「きゅうこう」を よみます。,Tôi đọc từ “tàu tốc hành”.,v1:%E6%80%A5:%E6%80%A5%E8%A1%8C:on:%E3%81%8D%E3%82%85%E3%81%86
急ぐ,vội / nhanh lên,急,いそ,iso,kun,いそぐ,isogu,急~いそ~iso~vội~target|ぐ~ぐ~gu~~kana,ことば「急ぐ」を よみます。,ことば「いそぐ」を よみます。,Tôi đọc từ “vội / nhanh lên”.,v1:%E6%80%A5:%E6%80%A5%E3%81%90:kun:%E3%81%84%E3%81%9D
牛肉,thịt bò,牛,ぎゅう,gyuu,on,ぎゅうにく,gyuuniku,牛~ぎゅう~gyuu~bò~target|肉~にく~niku~thịt~support,ことば「牛肉」を よみます。,ことば「ぎゅうにく」を よみます。,Tôi đọc từ “thịt bò”.,v1:%E7%89%9B:%E7%89%9B%E8%82%89:on:%E3%81%8E%E3%82%85%E3%81%86
牛,con bò,牛,うし,ushi,kun,うし,ushi,牛~うし~ushi~bò~target,ことば「牛」を よみます。,ことば「うし」を よみます。,Tôi đọc từ “con bò”.,v1:%E7%89%9B:%E7%89%9B:kun:%E3%81%86%E3%81%97
去年,năm ngoái,去,きょ,kyo,on,きょねん,kyonen,去~きょ~kyo~đã qua~target|年~ねん~nen~năm~support,ことば「去年」を よみます。,ことば「きょねん」を よみます。,Tôi đọc từ “năm ngoái”.,v1:%E5%8E%BB:%E5%8E%BB%E5%B9%B4:on:%E3%81%8D%E3%82%87
去る,rời đi,去,さ,sa,kun,さる,saru,去~さ~sa~rời đi~target|る~る~ru~~kana,ことば「去る」を よみます。,ことば「さる」を よみます。,Tôi đọc từ “rời đi”.,v1:%E5%8E%BB:%E5%8E%BB%E3%82%8B:kun:%E3%81%95
強力,mạnh mẽ / cường lực,強,きょう,kyou,on,きょうりょく,kyouryoku,強~きょう~kyou~mạnh~target|力~りょく~ryoku~sức lực~support,ことば「強力」を よみます。,ことば「きょうりょく」を よみます。,Tôi đọc từ “mạnh mẽ / cường lực”.,v1:%E5%BC%B7:%E5%BC%B7%E5%8A%9B:on:%E3%81%8D%E3%82%87%E3%81%86
強い,mạnh,強,つよ,tsuyo,kun,つよい,tsuyoi,強~つよ~tsuyo~mạnh~target|い~い~i~~kana,ことば「強い」を よみます。,ことば「つよい」を よみます。,Tôi đọc từ “mạnh”.,v1:%E5%BC%B7:%E5%BC%B7%E3%81%84:kun:%E3%81%A4%E3%82%88
教室,lớp học,教,きょう,kyou,on,きょうしつ,kyoushitsu,教~きょう~kyou~dạy / giáo~target|室~しつ~shitsu~phòng~support,ことば「教室」を よみます。,ことば「きょうしつ」を よみます。,Tôi đọc từ “lớp học”.,v1:%E6%95%99:%E6%95%99%E5%AE%A4:on:%E3%81%8D%E3%82%87%E3%81%86
教える,dạy / chỉ bảo,教,おし,oshi,kun,おしえる,oshieru,教~おし~oshi~dạy~target|える~える~eru~~kana,ことば「教える」を よみます。,ことば「おしえる」を よみます。,Tôi đọc từ “dạy / chỉ bảo”.,v1:%E6%95%99:%E6%95%99%E3%81%88%E3%82%8B:kun:%E3%81%8A%E3%81%97
東京,Tokyo / Đông Kinh,京,きょう,kyou,on,とうきょう,toukyou,東~とう~tou~phía đông~support|京~きょう~kyou~kinh đô~target,ことば「東京」を よみます。,ことば「とうきょう」を よみます。,Tôi đọc từ “Tokyo / Đông Kinh”.,v1:%E4%BA%AC:%E6%9D%B1%E4%BA%AC:on:%E3%81%8D%E3%82%87%E3%81%86
京都,Kyoto / kinh đô Kyoto,京,きょう,kyou,on,きょうと,kyouto,京~きょう~kyou~kinh đô~target|都~と~to~đô thị~support,ことば「京都」を よみます。,ことば「きょうと」を よみます。,Tôi đọc từ “Kyoto / kinh đô Kyoto”.,v1:%E4%BA%AC:%E4%BA%AC%E9%83%BD:on:%E3%81%8D%E3%82%87%E3%81%86
授業,buổi học / tiết học,業,ぎょう,gyou,on,じゅぎょう,jugyou,授~じゅ~ju~truyền dạy~support|業~ぎょう~gyou~việc học~target,ことば「授業」を よみます。,ことば「じゅぎょう」を よみます。,Tôi đọc từ “buổi học / tiết học”.,v1:%E6%A5%AD:%E6%8E%88%E6%A5%AD:on:%E3%81%8E%E3%82%87%E3%81%86
産業,công nghiệp,業,ぎょう,gyou,on,さんぎょう,sangyou,産~さん~san~sản xuất~support|業~ぎょう~gyou~ngành nghề~target,ことば「産業」を よみます。,ことば「さんぎょう」を よみます。,Tôi đọc từ “công nghiệp”.,v1:%E6%A5%AD:%E7%94%A3%E6%A5%AD:on:%E3%81%8E%E3%82%87%E3%81%86
近所,hàng xóm / khu vực gần nhà,近,きん,kin,on,きんじょ,kinjo,近~きん~kin~gần~target|所~じょ~jo~nơi~support,ことば「近所」を よみます。,ことば「きんじょ」を よみます。,Tôi đọc từ “hàng xóm / khu vực gần nhà”.,v1:%E8%BF%91:%E8%BF%91%E6%89%80:on:%E3%81%8D%E3%82%93
近い,gần,近,ちか,chika,kun,ちかい,chikai,近~ちか~chika~gần~target|い~い~i~~kana,ことば「近い」を よみます。,ことば「ちかい」を よみます。,Tôi đọc từ “gần”.,v1:%E8%BF%91:%E8%BF%91%E3%81%84:kun:%E3%81%A1%E3%81%8B
銀行,ngân hàng,銀,ぎん,gin,on,ぎんこう,ginkou,銀~ぎん~gin~bạc / ngân~target|行~こう~kou~cơ sở~support,ことば「銀行」を よみます。,ことば「ぎんこう」を よみます。,Tôi đọc từ “ngân hàng”.,v1:%E9%8A%80:%E9%8A%80%E8%A1%8C:on:%E3%81%8E%E3%82%93
銀色,màu bạc,銀,ぎん,gin,on,ぎんいろ,giniro,銀~ぎん~gin~bạc~target|色~いろ~iro~màu sắc~support,ことば「銀色」を よみます。,ことば「ぎんいろ」を よみます。,Tôi đọc từ “màu bạc”.,v1:%E9%8A%80:%E9%8A%80%E8%89%B2:on:%E3%81%8E%E3%82%93
区役所,văn phòng hành chính quận,区,く,ku,on,くやくしょ,kuyakusho,区~く~ku~quận / khu~target|役所~やくしょ~yakusho~cơ quan hành chính~support,ことば「区役所」を よみます。,ことば「くやくしょ」を よみます。,Tôi đọc từ “văn phòng hành chính quận”.,v1:%E5%8C%BA:%E5%8C%BA%E5%BD%B9%E6%89%80:on:%E3%81%8F
地区,khu vực,区,く,ku,on,ちく,chiku,地~ち~chi~đất / vùng~support|区~く~ku~khu vực~target,ことば「地区」を よみます。,ことば「ちく」を よみます。,Tôi đọc từ “khu vực”.,v1:%E5%8C%BA:%E5%9C%B0%E5%8C%BA:on:%E3%81%8F
計画,kế hoạch,計,けい,kei,on,けいかく,keikaku,計~けい~kei~tính toán~target|画~かく~kaku~kế hoạch~support,ことば「計画」を よみます。,ことば「けいかく」を よみます。,Tôi đọc từ “kế hoạch”.,v1:%E8%A8%88:%E8%A8%88%E7%94%BB:on:%E3%81%91%E3%81%84
計る,đo / tính,計,はか,haka,kun,はかる,hakaru,計~はか~haka~đo~target|る~る~ru~~kana,ことば「計る」を よみます。,ことば「はかる」を よみます。,Tôi đọc từ “đo / tính”.,v1:%E8%A8%88:%E8%A8%88%E3%82%8B:kun:%E3%81%AF%E3%81%8B
兄弟,anh em,兄,きょう,kyou,on,きょうだい,kyoudai,兄~きょう~kyou~anh trai~target|弟~だい~dai~em trai~support,ことば「兄弟」を よみます。,ことば「きょうだい」を よみます。,Tôi đọc từ “anh em”.,v1:%E5%85%84:%E5%85%84%E5%BC%9F:on:%E3%81%8D%E3%82%87%E3%81%86
兄,anh trai,兄,あに,ani,kun,あに,ani,兄~あに~ani~anh trai~target,ことば「兄」を よみます。,ことば「あに」を よみます。,Tôi đọc từ “anh trai”.,v1:%E5%85%84:%E5%85%84:kun:%E3%81%82%E3%81%AB
軽食,bữa ăn nhẹ,軽,けい,kei,on,けいしょく,keishoku,軽~けい~kei~nhẹ~target|食~しょく~shoku~thức ăn~support,ことば「軽食」を よみます。,ことば「けいしょく」を よみます。,Tôi đọc từ “bữa ăn nhẹ”.,v1:%E8%BB%BD:%E8%BB%BD%E9%A3%9F:on:%E3%81%91%E3%81%84
軽い,nhẹ,軽,かる,karu,kun,かるい,karui,軽~かる~karu~nhẹ~target|い~い~i~~kana,ことば「軽い」を よみます。,ことば「かるい」を よみます。,Tôi đọc từ “nhẹ”.,v1:%E8%BB%BD:%E8%BB%BD%E3%81%84:kun:%E3%81%8B%E3%82%8B
番犬,chó canh,犬,けん,ken,on,ばんけん,banken,番~ばん~ban~canh gác~support|犬~けん~ken~chó~target,ことば「番犬」を よみます。,ことば「ばんけん」を よみます。,Tôi đọc từ “chó canh”.,v1:%E7%8A%AC:%E7%95%AA%E7%8A%AC:on:%E3%81%91%E3%82%93
犬,con chó,犬,いぬ,inu,kun,いぬ,inu,犬~いぬ~inu~chó~target,ことば「犬」を よみます。,ことば「いぬ」を よみます。,Tôi đọc từ “con chó”.,v1:%E7%8A%AC:%E7%8A%AC:kun:%E3%81%84%E3%81%AC
研究,nghiên cứu,研,けん,ken,on,けんきゅう,kenkyuu,研~けん~ken~nghiên cứu~target|究~きゅう~kyuu~đến cùng~support,ことば「研究」を よみます。,ことば「けんきゅう」を よみます。,Tôi đọc từ “nghiên cứu”.,v1:%E7%A0%94:%E7%A0%94%E7%A9%B6:on:%E3%81%91%E3%82%93
研ぐ,mài / đánh bóng,研,と,to,kun,とぐ,togu,研~と~to~mài~target|ぐ~ぐ~gu~~kana,ことば「研ぐ」を よみます。,ことば「とぐ」を よみます。,Tôi đọc từ “mài / đánh bóng”.,v1:%E7%A0%94:%E7%A0%94%E3%81%90:kun:%E3%81%A8
県立,do tỉnh quản lý,県,けん,ken,on,けんりつ,kenritsu,県~けん~ken~tỉnh~target|立~りつ~ritsu~lập~support,ことば「県立」を よみます。,ことば「けんりつ」を よみます。,Tôi đọc từ “do tỉnh quản lý”.,v1:%E7%9C%8C:%E7%9C%8C%E7%AB%8B:on:%E3%81%91%E3%82%93
県庁,trụ sở hành chính tỉnh,県,けん,ken,on,けんちょう,kenchou,県~けん~ken~tỉnh~target|庁~ちょう~chou~cơ quan~support,ことば「県庁」を よみます。,ことば「けんちょう」を よみます。,Tôi đọc từ “trụ sở hành chính tỉnh”.,v1:%E7%9C%8C:%E7%9C%8C%E5%BA%81:on:%E3%81%91%E3%82%93
建設,xây dựng,建,けん,ken,on,けんせつ,kensetsu,建~けん~ken~xây~target|設~せつ~setsu~thiết lập~support,ことば「建設」を よみます。,ことば「けんせつ」を よみます。,Tôi đọc từ “xây dựng”.,v1:%E5%BB%BA:%E5%BB%BA%E8%A8%AD:on:%E3%81%91%E3%82%93
建てる,xây lên,建,た,ta,kun,たてる,tateru,建~た~ta~xây~target|てる~てる~teru~~kana,ことば「建てる」を よみます。,ことば「たてる」を よみます。,Tôi đọc từ “xây lên”.,v1:%E5%BB%BA:%E5%BB%BA%E3%81%A6%E3%82%8B:kun:%E3%81%9F
試験,kỳ thi / kiểm tra,験,けん,ken,on,しけん,shiken,試~し~shi~thử~support|験~けん~ken~kiểm nghiệm~target,ことば「試験」を よみます。,ことば「しけん」を よみます。,Tôi đọc từ “kỳ thi / kiểm tra”.,v1:%E9%A8%93:%E8%A9%A6%E9%A8%93:on:%E3%81%91%E3%82%93
経験,kinh nghiệm,験,けん,ken,on,けいけん,keiken,経~けい~kei~trải qua~support|験~けん~ken~kinh nghiệm~target,ことば「経験」を よみます。,ことば「けいけん」を よみます。,Tôi đọc từ “kinh nghiệm”.,v1:%E9%A8%93:%E7%B5%8C%E9%A8%93:on:%E3%81%91%E3%82%93
元気,khỏe mạnh / tràn đầy năng lượng,元,げん,gen,on,げんき,genki,元~げん~gen~nguồn / gốc~target|気~き~ki~khí lực~support,ことば「元気」を よみます。,ことば「げんき」を よみます。,Tôi đọc từ “khỏe mạnh / tràn đầy năng lượng”.,v1:%E5%85%83:%E5%85%83%E6%B0%97:on:%E3%81%92%E3%82%93
元,gốc / nguồn,元,もと,moto,kun,もと,moto,元~もと~moto~gốc~target,ことば「元」を よみます。,ことば「もと」を よみます。,Tôi đọc từ “gốc / nguồn”.,v1:%E5%85%83:%E5%85%83:kun:%E3%82%82%E3%81%A8
工場,nhà máy,工,こう,kou,on,こうじょう,koujou,工~こう~kou~công nghiệp~target|場~じょう~jou~nơi~support,ことば「工場」を よみます。,ことば「こうじょう」を よみます。,Tôi đọc từ “nhà máy”.,v1:%E5%B7%A5:%E5%B7%A5%E5%A0%B4:on:%E3%81%93%E3%81%86
工事,công trình / thi công,工,こう,kou,on,こうじ,kouji,工~こう~kou~thi công~target|事~じ~ji~việc~support,ことば「工事」を よみます。,ことば「こうじ」を よみます。,Tôi đọc từ “công trình / thi công”.,v1:%E5%B7%A5:%E5%B7%A5%E4%BA%8B:on:%E3%81%93%E3%81%86
広告,quảng cáo,広,こう,kou,on,こうこく,koukoku,広~こう~kou~rộng / quảng~target|告~こく~koku~báo~support,ことば「広告」を よみます。,ことば「こうこく」を よみます。,Tôi đọc từ “quảng cáo”.,v1:%E5%BA%83:%E5%BA%83%E5%91%8A:on:%E3%81%93%E3%81%86
広い,rộng,広,ひろ,hiro,kun,ひろい,hiroi,広~ひろ~hiro~rộng~target|い~い~i~~kana,ことば「広い」を よみます。,ことば「ひろい」を よみます。,Tôi đọc từ “rộng”.,v1:%E5%BA%83:%E5%BA%83%E3%81%84:kun:%E3%81%B2%E3%82%8D
考察,suy xét / khảo sát,考,こう,kou,on,こうさつ,kousatsu,考~こう~kou~suy nghĩ~target|察~さつ~satsu~xem xét~support,ことば「考察」を よみます。,ことば「こうさつ」を よみます。,Tôi đọc từ “suy xét / khảo sát”.,v1:%E8%80%83:%E8%80%83%E5%AF%9F:on:%E3%81%93%E3%81%86
考える,suy nghĩ,考,かんが,kanga,kun,かんがえる,kangaeru,考~かんが~kanga~suy nghĩ~target|える~える~eru~~kana,ことば「考える」を よみます。,ことば「かんがえる」を よみます。,Tôi đọc từ “suy nghĩ”.,v1:%E8%80%83:%E8%80%83%E3%81%88%E3%82%8B:kun:%E3%81%8B%E3%82%93%E3%81%8C
観光,tham quan / du lịch,光,こう,kou,on,かんこう,kankou,観~かん~kan~ngắm~support|光~こう~kou~ánh sáng / cảnh sắc~target,ことば「観光」を よみます。,ことば「かんこう」を よみます。,Tôi đọc từ “tham quan / du lịch”.,v1:%E5%85%89:%E8%A6%B3%E5%85%89:on:%E3%81%93%E3%81%86
光,ánh sáng,光,ひかり,hikari,kun,ひかり,hikari,光~ひかり~hikari~ánh sáng~target,ことば「光」を よみます。,ことば「ひかり」を よみます。,Tôi đọc từ “ánh sáng”.,v1:%E5%85%89:%E5%85%89:kun:%E3%81%B2%E3%81%8B%E3%82%8A
好物,món yêu thích,好,こう,kou,on,こうぶつ,koubutsu,好~こう~kou~yêu thích~target|物~ぶつ~butsu~vật / món~support,ことば「好物」を よみます。,ことば「こうぶつ」を よみます。,Tôi đọc từ “món yêu thích”.,v1:%E5%A5%BD:%E5%A5%BD%E7%89%A9:on:%E3%81%93%E3%81%86
好き,thích,好,す,su,kun,すき,suki,好~す~su~thích~target|き~き~ki~~kana,ことば「好き」を よみます。,ことば「すき」を よみます。,Tôi đọc từ “thích”.,v1:%E5%A5%BD:%E5%A5%BD%E3%81%8D:kun:%E3%81%99
合計,tổng cộng,合,ごう,gou,on,ごうけい,goukei,合~ごう~gou~gộp~target|計~けい~kei~tính~support,ことば「合計」を よみます。,ことば「ごうけい」を よみます。,Tôi đọc từ “tổng cộng”.,v1:%E5%90%88:%E5%90%88%E8%A8%88:on:%E3%81%94%E3%81%86
合う,hợp / khớp,合,あ,a,kun,あう,au,合~あ~a~hợp~target|う~う~u~~kana,ことば「合う」を よみます。,ことば「あう」を よみます。,Tôi đọc từ “hợp / khớp”.,v1:%E5%90%88:%E5%90%88%E3%81%86:kun:%E3%81%82
黒板,bảng đen,黒,こく,koku,on,こくばん,kokuban,黒~こく~koku~đen~target|板~ばん~ban~tấm bảng~support,ことば「黒板」を よみます。,ことば「こくばん」を よみます。,Tôi đọc từ “bảng đen”.,v1:%E9%BB%92:%E9%BB%92%E6%9D%BF:on:%E3%81%93%E3%81%8F
黒い,màu đen,黒,くろ,kuro,kun,くろい,kuroi,黒~くろ~kuro~đen~target|い~い~i~~kana,ことば「黒い」を よみます。,ことば「くろい」を よみます。,Tôi đọc từ “màu đen”.,v1:%E9%BB%92:%E9%BB%92%E3%81%84:kun:%E3%81%8F%E3%82%8D
